Id,OverallQual,GrLivArea,GarageCars,TotalBsmtSF,YearBuilt,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,LotArea,Neighborhood,Condition,HouseStyle,YearRemodAdd,SalePrice
289,6,3124,2,2392,1939,3,1,3,10,0,2158,OakPark,Fair,2Story,2021,404536
290,3,3383,2,1965,1979,2,1,3,9,2,5566,Midtown,Excellent,1Story,1996,428152
291,3,2806,1,1078,2013,3,0,6,10,0,18619,Downtown,Excellent,Colonial,2019,390026
292,1,2859,2,2226,1989,2,0,3,9,0,11535,Midtown,Good,Colonial,2021,363199
293,2,2225,2,2056,1921,3,0,5,10,2,6599,Meadows,Fair,2Story,1993,343310
294,3,3614,3,1469,1925,1,1,2,4,1,14105,Lakeside,Poor,2Story,1991,416507
295,6,2189,3,1862,1925,1,1,1,5,1,19837,Midtown,Good,Ranch,1971,383161
296,2,2716,2,1541,1948,3,1,3,9,1,17797,Downtown,Excellent,2Story,2004,362238
297,3,1542,0,2107,2002,2,0,2,6,0,13869,Suburbs,Fair,Ranch,2012,295453
298,8,2562,1,2419,1940,3,1,1,6,0,6190,Midtown,Fair,Colonial,1945,423156
299,10,1201,0,681,1953,1,1,5,7,1,4809,Lakeside,Good,Colonial,2013,344163
300,7,3061,1,2386,2018,1,1,2,6,1,4255,Lakeside,Good,Ranch,2019,460747
301,2,667,1,2141,1984,3,1,2,6,0,17593,Downtown,Excellent,Colonial,1991,306313
302,10,2808,0,1767,1986,2,1,1,7,0,17798,Riverside,Average,Colonial,2022,494972
303,2,2342,1,1042,1981,1,0,3,8,1,8193,Downtown,Poor,Colonial,2014,309376
304,4,3417,2,1674,1966,1,0,4,8,1,19567,Riverside,Excellent,SplitLevel,2005,440219
305,5,3387,3,834,1972,3,1,2,8,2,17851,Hillcrest,Average,Colonial,1994,452960
306,3,3300,0,941,1977,3,0,1,6,2,15125,OakPark,Excellent,Colonial,2021,359639
307,1,1258,3,21,2022,1,0,4,9,0,4099,Hillcrest,Fair,SplitLevel,2022,202676
308,7,3114,2,2447,1927,1,1,4,6,0,18978,Hillcrest,Fair,1Story,2003,450926
309,9,2712,1,694,2006,1,1,2,4,0,4845,Hillcrest,Good,SplitLevel,2018,398598
310,1,3618,0,369,1990,2,1,3,8,0,8374,Meadows,Good,Colonial,1990,314331
311,5,1316,3,2073,1933,3,0,5,11,1,5834,Hillcrest,Excellent,Colonial,1965,330155
312,10,2580,1,1391,2019,2,1,5,8,1,5809,Hillcrest,Poor,Ranch,2020,418404
313,4,3877,2,1689,1965,3,0,6,12,0,11413,Suburbs,Good,SplitLevel,1969,424987
314,6,2048,1,2349,1954,1,0,4,7,0,9931,Hillcrest,Fair,2Story,1979,369770
315,4,3133,2,638,2019,1,0,1,6,2,2217,Downtown,Good,SplitLevel,2023,369114
316,10,1725,3,749,2017,3,1,4,9,2,6202,Downtown,Excellent,Ranch,2020,469612
317,9,733,2,1612,2007,1,1,1,6,1,2275,Downtown,Fair,Ranch,2010,348228
318,5,1366,2,971,1954,2,1,3,7,1,15891,Lakeside,Good,SplitLevel,2000,352796
319,7,1745,3,736,1993,1,0,1,5,0,16162,Riverside,Fair,2Story,2018,388812
320,1,1323,3,2046,1937,3,1,4,10,1,3563,Riverside,Poor,2Story,1944,285588
321,4,3933,2,1951,2000,1,1,6,10,1,13828,OakPark,Excellent,Colonial,2008,450219
322,6,3383,1,2362,1993,3,0,3,9,1,18726,Meadows,Good,1Story,2005,491189
323,10,1773,3,593,1941,3,1,4,11,0,4592,Midtown,Average,2Story,1981,391845
324,5,3079,3,1111,1976,2,1,4,8,0,2756,Midtown,Fair,SplitLevel,2023,412958
325,2,1462,1,1626,1933,1,0,4,6,0,15009,Suburbs,Poor,SplitLevel,2012,263064
326,7,1867,1,1013,2014,2,1,6,10,0,19260,Midtown,Poor,1Story,2019,406576
327,6,2550,3,2214,1954,3,1,2,7,2,16960,Riverside,Excellent,Colonial,1993,480496
328,4,3896,0,1809,1959,2,1,3,7,1,2345,Downtown,Excellent,2Story,2003,407147
329,5,2521,0,2014,2016,2,1,1,7,1,9576,Downtown,Excellent,SplitLevel,2019,384069
330,7,1623,1,1596,1968,1,1,1,6,0,18928,Hillcrest,Average,Colonial,2019,376415
331,5,2291,1,280,1943,1,1,1,6,2,16836,Hillcrest,Excellent,Ranch,1967,324821
332,9,690,1,418,1956,2,0,6,12,0,9628,Suburbs,Fair,1Story,2019,292879
333,4,2000,3,1276,2020,2,1,4,7,1,4628,Midtown,Poor,SplitLevel,2023,374769
334,4,1624,3,51,1935,3,0,4,11,0,3098,Lakeside,Good,1Story,2001,295757
335,4,2536,3,1278,1961,1,0,6,8,1,17768,Hillcrest,Fair,SplitLevel,2017,403031
336,2,1566,3,1329,1921,1,1,5,7,1,9965,Downtown,Poor,Colonial,2021,294547
337,8,3419,1,1521,2018,1,0,2,7,0,13089,Downtown,Poor,SplitLevel,2023,492715
338,2,1115,3,953,1960,3,1,4,9,0,14378,OakPark,Fair,SplitLevel,1965,285406
339,8,3494,3,2289,1957,3,1,2,7,2,13392,OakPark,Good,SplitLevel,1977,534157
340,5,3956,2,2218,1966,2,0,6,12,0,2613,OakPark,Excellent,2Story,1986,457017
341,2,3296,3,777,1987,3,1,5,10,2,11277,OakPark,Good,SplitLevel,1994,403861
342,1,1131,1,128,1945,1,1,2,4,0,14733,Meadows,Excellent,Colonial,2020,192865
343,5,801,2,904,1997,3,0,1,6,1,4620,Meadows,Poor,SplitLevel,2014,274217
344,6,3853,0,1088,1987,1,0,3,5,0,19022,Suburbs,Poor,2Story,2021,394916
345,7,1376,1,2155,2004,1,0,5,10,0,13729,Meadows,Good,1Story,2009,364105
346,9,1982,1,2186,1996,2,1,3,8,1,15511,Riverside,Average,Colonial,2003,436217
347,10,2834,1,1536,2018,3,1,3,10,1,15011,Downtown,Poor,SplitLevel,2022,516240
348,5,626,2,908,1947,2,0,6,11,2,18753,Midtown,Poor,1Story,2005,294972
349,6,1239,1,1085,1966,3,0,2,8,1,5011,Riverside,Excellent,2Story,2012,329080
350,8,1308,3,2360,1932,3,1,1,8,0,3832,OakPark,Average,Ranch,1985,388661
351,2,3755,1,2467,1921,3,1,1,7,2,3349,OakPark,Excellent,Colonial,1940,388986
352,3,806,3,1825,2016,3,0,2,9,1,14921,Midtown,Fair,SplitLevel,2017,349244
353,8,2940,0,2245,1971,2,0,4,10,0,6419,Meadows,Excellent,2Story,2002,411037
354,9,3123,1,992,1929,2,1,3,6,0,15552,Riverside,Average,SplitLevel,1953,462649
355,6,2011,0,1248,1941,2,1,5,9,1,3470,Lakeside,Fair,SplitLevel,1960,338656
356,2,3629,0,995,1999,1,1,1,5,0,11998,Meadows,Good,1Story,2009,315669
357,4,3631,1,834,1989,3,1,5,12,2,6631,Downtown,Good,Colonial,2022,425358
358,5,1422,2,217,1979,3,0,1,8,1,13803,Suburbs,Poor,SplitLevel,2020,298389
359,7,1546,3,2082,2010,1,1,4,6,0,8516,Meadows,Excellent,1Story,2010,381093
360,6,2606,3,643,1922,2,1,3,8,0,18425,Hillcrest,Poor,SplitLevel,1971,407454
361,1,2873,2,923,1939,2,1,6,10,0,14524,Lakeside,Good,2Story,2012,358936
362,10,1948,3,2220,1936,1,0,5,8,0,12125,Midtown,Good,2Story,2019,484669
363,10,1247,2,277,1991,3,0,2,8,0,2966,OakPark,Good,Ranch,2010,318158
364,5,1222,1,437,1936,1,0,5,9,2,9566,Lakeside,Fair,1Story,1981,290392
365,2,3418,3,549,1984,3,1,6,12,0,14696,Meadows,Good,2Story,1994,375302
366,1,1705,3,911,2015,3,0,2,6,0,16394,Meadows,Average,Ranch,2018,300466
367,7,2258,0,2490,2014,2,1,4,7,2,5582,Meadows,Good,1Story,2017,391014
368,1,2884,3,2114,2017,3,0,2,8,1,15042,Hillcrest,Average,Ranch,2018,405039
369,7,1805,0,2117,1938,2,1,1,4,0,19904,Midtown,Good,Ranch,1979,375995
370,10,3518,1,1862,1931,2,1,6,10,0,4988,Suburbs,Good,SplitLevel,1941,470896
371,9,3497,3,2095,1998,1,1,5,10,0,7599,OakPark,Excellent,2Story,2003,516693
372,1,2318,2,1267,2013,2,1,6,10,0,6311,Lakeside,Poor,Colonial,2017,317519
373,1,2478,3,2042,1989,1,1,2,5,2,17588,Meadows,Good,Ranch,1994,356650
374,9,1739,1,200,1943,1,0,6,10,0,6763,Downtown,Excellent,Colonial,1981,337352
375,6,959,0,446,1973,1,0,6,10,2,7813,Meadows,Excellent,SplitLevel,1975,259402
376,6,2152,0,1750,1990,1,1,4,7,0,10992,OakPark,Excellent,Ranch,2023,363071
377,4,3450,1,238,1933,3,0,4,10,1,12370,Hillcrest,Excellent,Colonial,2012,364478
378,10,2633,3,2017,2023,1,0,6,10,0,2051,Suburbs,Poor,Ranch,2023,472444
379,4,3875,3,1695,1925,2,1,5,9,0,8592,Hillcrest,Average,1Story,1964,429394
380,1,1066,2,1398,1970,3,0,2,7,1,13073,Meadows,Good,1Story,2011,270403
381,3,2572,1,1886,1988,2,1,4,7,2,11808,OakPark,Excellent,Colonial,1989,373110
382,6,871,1,1148,1923,2,1,6,10,2,14765,Midtown,Excellent,1Story,2023,323455
383,5,3488,2,129,1954,2,0,4,8,1,16808,Hillcrest,Fair,Colonial,1992,408678
384,1,3785,1,379,1976,3,0,4,9,0,13144,Meadows,Excellent,SplitLevel,1996,355649
385,3,3751,0,2114,2006,1,0,6,8,1,14700,Suburbs,Poor,SplitLevel,2007,401407
386,2,1965,3,188,1933,3,1,1,7,0,12514,Lakeside,Fair,SplitLevel,1968,279225
387,9,1907,3,481,1954,1,0,3,5,0,18844,Suburbs,Fair,Colonial,1998,370309
388,5,2951,1,701,1929,2,1,5,11,0,6262,Downtown,Good,1Story,1942,353163
389,7,820,0,1746,1970,1,1,5,9,1,12889,Lakeside,Excellent,1Story,2018,328916
390,2,3929,3,398,1978,2,1,4,8,0,6709,Hillcrest,Average,Ranch,1989,361858
391,6,3830,2,1856,1982,1,0,4,6,1,17684,Meadows,Fair,SplitLevel,2004,469943
392,2,2261,0,1334,1991,3,0,3,10,1,15547,Lakeside,Excellent,2Story,2001,334686
393,8,2172,0,1395,1946,3,1,4,10,2,9738,Midtown,Poor,Colonial,2008,411933
394,6,2873,0,1823,1942,2,1,1,4,2,14416,OakPark,Good,1Story,1953,418064
395,4,3946,1,2378,2016,3,0,2,7,1,19408,Hillcrest,Good,Colonial,2023,504852
396,6,1827,2,1780,2011,2,0,5,8,2,18725,Riverside,Fair,SplitLevel,2011,438881
397,6,2848,0,3,2010,3,1,1,7,0,9708,Riverside,Excellent,Ranch,2020,364789
398,7,2382,1,710,1980,1,0,5,10,1,15671,Midtown,Average,2Story,1988,398148
399,1,893,0,589,2012,2,1,2,5,0,15626,Meadows,Excellent,Ranch,2021,207814
400,9,3959,3,1575,1965,1,0,4,6,2,18323,Lakeside,Excellent,SplitLevel,1991,575534
401,9,2960,2,137,1924,3,1,6,12,0,17778,Suburbs,Fair,Colonial,2020,419892
402,2,2743,0,1004,1980,3,0,6,12,2,3729,OakPark,Excellent,1Story,2010,295227
403,8,2699,3,2350,2013,2,1,3,8,1,7488,Downtown,Excellent,SplitLevel,2022,493940
404,10,1292,0,1195,2023,3,0,3,10,0,6155,Suburbs,Average,SplitLevel,2023,383746
405,10,1750,2,1052,1921,3,0,5,10,2,6952,Meadows,Average,2Story,1954,391498
406,3,3874,0,1404,1930,1,0,4,9,1,9797,Meadows,Fair,2Story,2003,353631
407,6,822,2,475,1926,1,1,4,9,1,17606,Lakeside,Good,Ranch,1986,292900
408,7,648,2,1838,1968,3,1,5,9,0,19409,OakPark,Good,Colonial,2009,367144
409,5,1972,2,1093,2022,1,1,6,11,1,9923,Lakeside,Excellent,SplitLevel,2022,367989
410,1,878,0,1684,1932,3,0,6,13,1,9189,Hillcrest,Average,2Story,1936,222414
411,1,3137,0,232,1996,3,0,5,9,0,4830,Midtown,Good,Colonial,2021,331507
412,3,1637,2,1912,2004,1,1,3,8,1,10432,Midtown,Poor,SplitLevel,2005,325736
413,7,2191,2,246,1953,2,0,4,7,1,8575,Riverside,Fair,Ranch,1966,377855
414,4,3114,0,1808,2011,2,0,1,4,0,10211,Meadows,Poor,Ranch,2013,401831
415,1,754,3,1091,1939,3,1,4,8,2,18078,Meadows,Good,Ranch,1947,244103
416,8,1096,2,1365,2007,2,1,1,4,1,19518,OakPark,Poor,Ranch,2016,380581
417,4,1323,0,1573,2004,1,1,6,11,0,13772,Meadows,Poor,Ranch,2010,288349
418,10,1576,3,1592,1928,3,1,4,11,0,3213,OakPark,Poor,SplitLevel,2020,407954
419,1,2260,0,867,2023,3,1,6,11,2,9634,Suburbs,Poor,2Story,2023,273557
420,10,787,1,534,1921,1,0,3,5,1,7593,Suburbs,Poor,1Story,1984,276921
421,10,3873,1,258,2022,1,1,3,8,1,5958,Midtown,Average,2Story,2022,472598
422,2,1721,1,1700,1941,3,1,5,10,1,9983,Downtown,Fair,1Story,2021,296828
423,10,2140,1,64,1982,1,0,1,4,0,11297,Riverside,Good,2Story,1995,395535
424,8,2287,1,714,1998,3,0,5,10,1,4884,Hillcrest,Average,Ranch,1998,399272
425,9,1565,1,481,1987,1,1,5,8,1,8819,Hillcrest,Poor,2Story,1994,357002
426,8,2637,1,654,2005,1,0,6,10,1,8867,Riverside,Average,SplitLevel,2019,385867
427,1,1027,0,2201,1942,1,0,4,6,0,9710,Meadows,Excellent,Colonial,1983,192675
428,6,1542,0,1335,1949,1,0,6,11,0,14305,Lakeside,Poor,Ranch,2023,339569
429,8,822,3,593,1947,3,1,2,9,1,6469,Meadows,Fair,SplitLevel,1981,315242
430,10,844,2,559,1934,2,1,4,8,1,9204,Hillcrest,Excellent,2Story,2015,344052
431,10,1296,1,354,1972,3,1,2,9,1,11147,Downtown,Good,2Story,1987,365097
432,10,1210,0,1711,1925,1,1,6,8,1,19403,Riverside,Good,1Story,1982,400596
433,8,1585,0,2287,2016,1,1,2,5,1,11692,Lakeside,Poor,1Story,2023,403703
434,8,2936,0,1863,1979,1,1,2,6,1,2044,Suburbs,Good,SplitLevel,2012,394694
435,1,1814,3,1105,2009,3,0,6,10,2,13000,Downtown,Excellent,SplitLevel,2023,345523
436,8,3135,0,1497,1966,1,0,5,8,0,12974,Lakeside,Excellent,1Story,2007,449100
437,8,3620,1,923,1961,2,1,5,11,1,3784,Suburbs,Average,SplitLevel,1989,408280
438,2,2525,2,1851,1999,2,0,2,8,0,4627,Riverside,Fair,SplitLevel,2001,354319
439,2,1274,2,458,2009,1,1,2,5,2,2743,Hillcrest,Good,Colonial,2023,250971
440,8,3621,0,1194,1944,1,0,2,6,1,13232,OakPark,Good,Colonial,2011,448743
441,9,2423,3,1245,1992,1,1,2,6,0,17867,OakPark,Average,1Story,2001,439845
442,3,3133,1,2192,1956,1,0,6,9,0,9795,Suburbs,Poor,SplitLevel,1972,375995
443,8,1666,2,755,1946,3,0,6,12,1,6847,OakPark,Good,Colonial,1966,347979
444,1,2257,3,595,1978,2,0,1,6,1,17529,Hillcrest,Excellent,2Story,2014,313556
445,8,1987,0,1961,1925,1,0,3,5,1,9220,Meadows,Average,1Story,1966,379328
446,10,2756,1,1138,1945,1,0,5,10,0,18770,Riverside,Fair,Ranch,1985,462260
447,10,3078,0,1478,1970,1,1,3,8,1,2399,Hillcrest,Average,SplitLevel,1989,471282
448,2,1483,3,1702,2022,2,1,2,8,1,6573,Suburbs,Fair,2Story,2023,296656
449,8,2751,2,270,1995,2,0,1,7,1,15582,Midtown,Excellent,Ranch,2017,399003
450,4,1361,3,1185,1990,2,0,3,8,1,17186,Lakeside,Poor,1Story,1999,337190
451,5,1829,3,508,2003,3,1,4,9,1,10019,Downtown,Poor,SplitLevel,2018,367198
452,6,2980,3,2316,1975,2,1,6,9,1,18794,Downtown,Average,2Story,2012,489369
453,1,1198,2,1888,2008,1,1,2,4,1,13834,Riverside,Average,1Story,2017,285066
454,2,2704,1,750,2017,1,0,5,9,1,11865,Hillcrest,Average,1Story,2021,346211
455,10,2040,1,52,1937,3,1,3,10,1,13151,Midtown,Poor,2Story,1956,362656
456,9,3112,0,1709,1978,1,0,2,4,1,13410,Hillcrest,Average,2Story,2006,458488
457,10,2742,2,705,2010,2,0,6,9,0,6217,Midtown,Fair,SplitLevel,2012,463235
458,7,3429,0,318,1922,2,1,1,5,0,3074,Downtown,Good,1Story,1954,419661
459,1,871,2,42,2016,1,0,5,8,2,8554,Midtown,Average,1Story,2017,227874
460,5,2974,2,1442,1940,3,0,5,9,0,2458,Lakeside,Fair,SplitLevel,1961,420556
461,9,617,0,876,1984,3,1,3,8,1,5516,Midtown,Average,Ranch,2011,318761
462,2,3718,2,506,1979,1,0,4,8,1,3330,Suburbs,Average,Ranch,1986,347948
463,7,1761,3,2459,2014,2,1,2,8,1,16023,Lakeside,Poor,Ranch,2019,482599
464,8,3352,0,1623,1976,3,0,1,6,1,15127,Suburbs,Fair,1Story,1999,506788
465,4,1987,1,2436,1971,1,0,4,9,1,10944,Riverside,Average,Ranch,2013,350444
466,8,2694,2,603,2018,2,0,1,6,1,18294,Lakeside,Fair,1Story,2018,449557
467,1,4000,0,2040,2006,1,0,4,8,0,11920,Suburbs,Poor,Colonial,2021,381512
468,8,2608,2,2221,1963,3,0,1,8,0,14570,Meadows,Average,Ranch,1991,445356
469,8,747,0,724,1991,3,1,6,11,1,16112,Midtown,Average,Ranch,2022,328304
470,8,3303,3,1949,1991,1,0,4,8,1,14379,OakPark,Average,SplitLevel,1994,478295
471,1,3018,0,525,1966,2,0,6,11,1,5189,Riverside,Average,SplitLevel,1992,281713
472,4,1561,2,2427,1930,3,0,3,7,1,7563,Downtown,Excellent,SplitLevel,1934,369737
473,8,3294,3,2326,1985,2,1,1,7,2,2728,OakPark,Good,Colonial,2009,493446
474,8,1009,1,1376,1983,3,1,2,8,1,16286,Lakeside,Good,1Story,2017,385312
475,4,1777,2,194,1958,3,1,2,6,2,5104,OakPark,Average,1Story,2018,276849
476,2,3268,2,2067,2022,2,1,6,11,0,15576,Riverside,Average,Colonial,2023,431288
477,9,1339,0,2114,1943,3,1,2,9,1,19456,Riverside,Excellent,1Story,2009,413282
478,4,1216,2,1783,1972,2,0,6,10,1,10746,Hillcrest,Fair,SplitLevel,2015,332298
479,10,1567,3,976,1934,1,0,1,4,1,17209,Meadows,Excellent,Ranch,1988,390762
480,3,1717,1,119,1953,2,0,6,9,1,2652,Downtown,Poor,SplitLevel,1991,249338
481,2,2267,2,369,1970,3,0,2,6,2,18392,Suburbs,Excellent,Colonial,2019,319589
482,2,1575,0,1283,1962,3,1,6,11,1,9143,Midtown,Poor,2Story,1975,267362
483,5,2400,3,1041,1995,1,1,5,9,0,12370,Riverside,Good,2Story,2003,411093
484,6,2546,2,1262,1922,3,0,6,10,0,10289,Riverside,Average,SplitLevel,2009,368103
485,2,2790,1,1812,1969,1,1,3,7,0,9715,Hillcrest,Fair,2Story,1997,317059
486,7,3833,0,1122,1930,2,1,6,12,1,15840,Suburbs,Fair,SplitLevel,1994,408317
487,2,2041,3,2466,2013,3,1,4,8,0,8020,Meadows,Fair,1Story,2019,361922
488,10,936,0,646,1951,3,0,5,12,1,16794,Meadows,Fair,SplitLevel,1973,348252
489,10,3986,2,1154,1945,1,1,3,6,1,14364,Lakeside,Poor,1Story,2016,519464
490,2,2494,1,1072,2009,1,0,4,9,2,10524,Midtown,Poor,SplitLevel,2011,312801
491,10,1080,0,2153,1975,2,1,1,5,0,8243,Hillcrest,Average,Ranch,1999,397776
492,10,1482,2,775,1973,1,1,2,4,1,10578,Lakeside,Excellent,Ranch,1988,417971
493,6,2987,3,351,1921,2,0,3,9,0,14566,Riverside,Excellent,SplitLevel,1930,403624
494,6,1561,3,1451,1997,3,0,1,7,2,14482,Hillcrest,Good,SplitLevel,2001,396585
495,9,768,1,1066,1941,3,1,3,10,0,4937,OakPark,Excellent,Ranch,1959,311704
496,3,2644,2,1476,1975,2,1,5,10,2,12256,Riverside,Fair,SplitLevel,2022,393468
497,8,3728,1,2276,2004,3,1,1,6,0,3788,Lakeside,Fair,1Story,2019,516949
498,7,1075,3,167,1976,2,1,4,10,0,6851,Suburbs,Average,1Story,1989,314683
499,5,1339,1,2083,1954,3,0,5,9,2,7916,Riverside,Poor,2Story,2017,330576
500,1,1764,0,1614,1967,3,0,3,8,0,4656,Meadows,Good,Ranch,2007,218933
501,5,3033,0,1349,1925,3,1,3,8,0,3595,Hillcrest,Average,1Story,2020,393174
502,7,979,3,1045,1942,1,1,1,3,0,7339,Riverside,Good,SplitLevel,1961,334463
503,2,1822,3,1770,2014,2,0,3,6,1,18798,Lakeside,Good,Ranch,2020,352904
504,7,969,3,1508,1998,1,1,6,11,0,3325,OakPark,Good,2Story,2018,330586
505,3,2628,0,1190,1979,2,0,4,9,0,6187,Hillcrest,Fair,Colonial,2006,316851
506,2,784,0,2091,1974,2,0,4,9,1,10351,Suburbs,Excellent,1Story,1981,239332
507,8,1335,1,1609,1925,1,1,6,10,1,16909,Meadows,Excellent,SplitLevel,1968,373053
508,3,1464,1,320,2015,3,1,6,10,1,19510,Downtown,Poor,Ranch,2016,300014
509,1,1303,3,1884,2008,2,1,3,8,1,11917,Suburbs,Fair,2Story,2008,298934
510,4,709,1,1970,2003,1,0,4,7,0,11860,Meadows,Fair,Ranch,2016,296881
511,1,1077,1,624,2014,3,1,4,11,0,16729,Lakeside,Fair,SplitLevel,2023,267388
512,6,632,0,1768,1973,2,1,1,7,1,17928,Meadows,Fair,1Story,2006,282264
513,1,2328,2,2266,1928,2,1,4,7,1,13362,Meadows,Good,1Story,1948,319185
514,6,2394,1,2079,1948,3,1,5,12,0,11613,Riverside,Good,SplitLevel,2008,417218
515,3,3147,1,1156,2008,3,0,6,13,0,7678,Lakeside,Fair,Colonial,2023,402319
516,8,1843,1,857,1991,1,0,3,7,1,7197,Midtown,Excellent,1Story,1995,372769
517,6,2363,0,928,1935,3,0,4,10,1,13640,Downtown,Excellent,SplitLevel,1954,385229
518,10,3342,0,206,1976,2,0,1,4,2,3375,Suburbs,Fair,1Story,1989,393533
519,6,1243,2,1808,2017,3,1,6,10,0,13918,OakPark,Fair,1Story,2023,378131
520,1,1604,3,1398,1956,3,0,1,7,1,15599,OakPark,Fair,2Story,2023,336995
521,7,3824,1,565,2022,2,1,4,10,2,13854,Downtown,Good,2Story,2022,475800
522,2,947,2,1289,1971,1,1,1,6,0,6946,Downtown,Excellent,SplitLevel,1997,229479
523,7,3388,2,1284,1964,1,1,5,8,1,16620,Lakeside,Excellent,Colonial,2014,459420
524,6,3925,3,808,1958,1,0,5,9,1,6128,Hillcrest,Fair,1Story,2023,432187
525,9,1878,2,655,1922,1,1,2,6,1,18556,Suburbs,Poor,SplitLevel,1955,358463
526,1,3698,0,1838,1958,3,0,4,10,0,19474,Lakeside,Average,SplitLevel,1994,394341
527,10,3354,1,1546,1986,3,0,1,7,2,8309,OakPark,Good,1Story,1995,494775
528,2,977,0,1740,1936,2,0,4,7,1,19244,Riverside,Excellent,Colonial,2002,235987
529,7,1680,3,1734,1976,3,1,6,13,0,6729,Midtown,Good,Ranch,1984,413914
530,9,1083,1,1865,1980,1,0,5,9,0,15389,Suburbs,Poor,SplitLevel,2016,355287
531,5,764,1,482,1967,2,1,3,8,1,2916,Midtown,Fair,Colonial,1993,275914
532,5,1483,1,2002,1920,1,1,1,3,1,17767,Hillcrest,Excellent,Ranch,1963,339313
533,7,2546,1,567,1984,3,1,4,11,0,12656,Suburbs,Excellent,Colonial,2010,350366
534,6,2815,0,1814,2014,2,0,2,5,2,12120,Suburbs,Excellent,1Story,2017,429567
535,10,2819,0,2335,1986,1,1,5,7,0,19427,Midtown,Poor,SplitLevel,1999,493348
536,10,2419,0,2185,1997,2,1,5,8,1,2762,OakPark,Good,2Story,2010,464572
537,1,2762,2,1564,1952,1,0,1,4,1,6719,Midtown,Average,1Story,1971,319698
538,3,841,2,743,1923,3,0,3,10,0,12487,Midtown,Good,SplitLevel,1956,262589
539,7,3990,0,212,1945,1,0,4,9,0,10824,Downtown,Average,Ranch,2015,403607
540,7,3194,1,76,1954,3,0,2,7,1,15328,Meadows,Poor,Colonial,1980,406350
541,3,2129,1,1004,1988,2,1,1,4,1,11478,Midtown,Poor,1Story,2018,321262
542,7,2039,1,2396,1985,2,0,2,5,1,4939,Riverside,Poor,2Story,2020,420487
543,5,2369,1,2500,1984,2,1,6,11,1,10946,Lakeside,Average,SplitLevel,1997,397893
544,1,3433,1,8,1997,2,0,1,5,1,18022,Riverside,Excellent,1Story,2022,352105
545,2,2806,0,1823,2006,1,1,4,8,1,7806,Downtown,Poor,Ranch,2017,364381
546,4,3643,0,1151,2007,3,1,2,6,2,11934,Lakeside,Fair,Ranch,2018,429304
547,1,1749,3,2482,1946,1,0,6,11,0,11088,Meadows,Fair,Colonial,1970,288488
548,10,2914,1,267,1995,1,0,2,6,2,9469,Hillcrest,Fair,1Story,2017,418801
549,9,3116,2,2294,1978,1,1,6,8,1,16173,Riverside,Average,1Story,2021,496933
550,9,3708,0,919,1926,2,1,5,11,1,2169,Riverside,Fair,SplitLevel,1936,441095
551,10,3908,0,924,2008,2,0,2,6,0,12788,Hillcrest,Poor,1Story,2008,474058
552,10,3865,2,1025,1951,1,1,2,6,0,12931,Lakeside,Poor,Colonial,2007,519583
553,2,3161,3,2371,1935,1,0,1,6,1,4130,Midtown,Poor,Ranch,1942,379252
554,2,1017,0,2290,1926,2,1,4,7,2,15471,Lakeside,Excellent,Colonial,1927,303243
555,8,2172,3,1753,1999,3,0,3,7,1,18948,OakPark,Excellent,2Story,2002,478903
556,2,3028,1,2347,1936,3,1,3,10,1,16569,Midtown,Fair,2Story,1941,407879
557,1,1122,2,2394,1975,3,1,3,8,0,17385,Hillcrest,Excellent,SplitLevel,1993,300892
558,10,3293,1,234,1950,3,0,4,10,0,8565,Lakeside,Poor,SplitLevel,1974,460202
559,8,3445,3,2456,2008,2,1,5,10,1,12768,Midtown,Poor,Ranch,2009,506167
560,4,3439,1,1910,1999,1,0,4,8,1,8727,Riverside,Fair,1Story,2010,424265
561,1,902,2,122,1991,1,0,3,8,0,13793,Downtown,Poor,2Story,2003,212403
562,5,3544,1,1391,1990,1,0,2,4,0,10578,Suburbs,Poor,2Story,2014,411389
563,2,1986,1,1249,1978,1,1,3,6,2,16212,Suburbs,Poor,2Story,1986,294318
564,7,3444,2,1302,1996,2,0,1,5,2,11639,Midtown,Average,2Story,1997,467939
565,5,1117,3,857,2013,1,1,6,8,0,18666,Riverside,Excellent,SplitLevel,2020,324437
566,6,2752,3,2026,1980,2,1,6,9,0,9193,Lakeside,Good,2Story,2005,450650
567,4,1853,3,1544,1993,1,1,3,5,0,4753,Hillcrest,Good,Colonial,2004,334916
568,9,3144,2,1745,1977,2,1,4,9,1,12388,Hillcrest,Good,1Story,1988,495740
569,8,1557,2,310,1965,1,1,5,7,1,9462,Suburbs,Poor,1Story,1988,331314
570,4,3365,2,1024,1958,3,1,2,7,2,10556,Downtown,Average,SplitLevel,2002,421871
571,7,2261,0,1933,2003,3,0,4,9,0,8877,Meadows,Fair,Colonial,2021,396353
572,8,1995,0,1282,1944,2,1,2,8,1,2986,OakPark,Fair,Colonial,1960,322770
573,5,3622,0,2047,2023,3,1,3,8,1,15949,Riverside,Excellent,SplitLevel,2023,460712
574,1,1169,1,1352,1992,3,1,4,9,1,4087,Riverside,Fair,Ranch,1998,242692
575,6,2932,3,1247,1931,1,0,6,9,0,18010,Downtown,Fair,2Story,1939,439903
576,4,1554,2,2147,1928,2,0,3,6,0,12707,Riverside,Good,2Story,1942,330092
